QueryType,SchemaName,TableCount,TableName,TableType
Table Details,cdwwork_dim,0,ComorbidICD10DiagnosisVersion,VIEW
Table Details,cdwwork_dim,0,ComorbidICD9DiagnosisVersion,VIEW
Table Details,cdwwork_dim,0,Country,VIEW
Table Details,cdwwork_dim,0,CPExamCancellationReason,VIEW
Table Details,cdwwork_dim,0,CPExamClaimType,VIEW
Table Details,cdwwork_dim,0,CPExamContractor,VIEW
Table Details,cdwwork_dim,0,CPExamInsufficientReason,VIEW
Table Details,cdwwork_dim,0,CPExamSpecialConsideration,VIEW
Table Details,cdwwork_dim,0,CPExamType,VIEW
Table Details,cdwwork_dim,0,CPExamTypeDisabilityCondition,VIEW
Table Details,cdwwork_dim,0,CPRSNotificationParameter,VIEW
Table Details,cdwwork_dim,0,CPRSPatientList,VIEW
Table Details,cdwwork_dim,0,CPRSPatientMemberList,VIEW
Table Details,cdwwork_dim,0,CPRSTabKey,VIEW
Table Details,cdwwork_dim,0,CPT,VIEW
Table Details,cdwwork_dim,0,CPTCategory,VIEW
Table Details,cdwwork_dim,0,CPTDescriptionVersion,VIEW
Table Details,cdwwork_dim,0,CPTModifier,VIEW
Table Details,cdwwork_dim,0,CPTShortNameVersion,VIEW
Table Details,cdwwork_dim,0,date,VIEW
Table Details,cdwwork_dim,0,DEABusinessActivityCode,VIEW
Table Details,cdwwork_dim,0,DenialReason,VIEW
Table Details,cdwwork_dim,0,dentalbedsection,VIEW
Table Details,cdwwork_dim,0,dentalcannedcommentcategory,VIEW
Table Details,cdwwork_dim,0,dentalclassification,VIEW
Table Details,cdwwork_dim,0,dentalcodingcheck,VIEW
Table Details,cdwwork_dim,0,dentalconstantdata,VIEW
Table Details,cdwwork_dim,0,dentaldssgrouping,VIEW
Table Details,cdwwork_dim,0,dentalprocedure,VIEW
Table Details,cdwwork_dim,0,DentalProcedureDefaultDiagnosis,VIEW
Table Details,cdwwork_dim,0,DentalProcedureDefaultICD10Diagnosis,VIEW
Table Details,cdwwork_dim,0,dentalprovider,VIEW
Table Details,cdwwork_dim,0,dentalproviderspecialty,VIEW
Table Details,cdwwork_dim,0,dentalprovidertype,VIEW
Table Details,cdwwork_dim,0,dentalservice,VIEW
Table Details,cdwwork_dim,0,dentalsite,VIEW
Table Details,cdwwork_dim,0,DentalTooth,VIEW
Table Details,cdwwork_dim,0,Device,VIEW
Table Details,cdwwork_dim,0,dialysistype,VIEW
Table Details,cdwwork_dim,0,DisabilityCondition,VIEW
Table Details,cdwwork_dim,0,DischargeType,VIEW
Table Details,cdwwork_dim,0,DispenseUnit,VIEW
Table Details,cdwwork_dim,0,DisplayGroup,VIEW
Table Details,cdwwork_dim,0,Division,VIEW
Table Details,cdwwork_dim,0,DLAIssueUnit,VIEW
Table Details,cdwwork_dim,0,dosageform,VIEW
Table Details,cdwwork_dim,0,DosageFormMedRoute,VIEW
Table Details,cdwwork_dim,0,DoseUnit,VIEW
Table Details,cdwwork_dim,0,DRG,VIEW
Table Details,cdwwork_dim,0,DRGChange,VIEW
Table Details,cdwwork_dim,0,DRGConditionComorbidityExclusion,VIEW
Table Details,cdwwork_dim,0,DRGEffectiveDateVersion,VIEW
Table Details,cdwwork_dim,0,DRGEffectivePeriod,VIEW
Table Details,cdwwork_dim,0,DRGFiscalWeight,VIEW
Table Details,cdwwork_dim,0,DRGIDCode,VIEW
Table Details,cdwwork_dim,0,DRGVersionedDescription,VIEW
Table Details,cdwwork_dim,0,DrugClass,VIEW
Table Details,cdwwork_dim,0,DrugIngredient,VIEW
Table Details,cdwwork_dim,0,DrugNameWithoutDose,VIEW
Table Details,cdwwork_dim,0,DrugTextEntry,VIEW
Table Details,cdwwork_dim,0,DrugTextLocalDrug,VIEW
Table Details,cdwwork_dim,0,DrugTextPharmacyOrderableItem,VIEW
Table Details,cdwwork_dim,0,DrugTextSynonym,VIEW
Table Details,cdwwork_dim,0,DrugUnit,VIEW
Table Details,cdwwork_dim,0,dsslocation,VIEW
Table Details,cdwwork_dim,0,dsslocationstopcode,VIEW
Table Details,cdwwork_dim,0,EDIMessageRouter,VIEW
Table Details,cdwwork_dim,0,EDISRole,VIEW
Table Details,cdwwork_dim,0,EDISRoomBed,VIEW
Table Details,cdwwork_dim,0,EDISStaff,VIEW
Table Details,cdwwork_dim,0,EDISTrackingArea,VIEW
Table Details,cdwwork_dim,0,EDISTrackingCode,VIEW
Table Details,cdwwork_dim,0,EDISTrackingCodeSet,VIEW
Table Details,cdwwork_dim,0,EducationTopic,VIEW
Table Details,cdwwork_dim,0,electrogroundposition,VIEW
Table Details,cdwwork_dim,0,electrolytes,VIEW
Table Details,cdwwork_dim,0,Eligibility,VIEW
Table Details,cdwwork_dim,0,EngCategoryStockNumber,VIEW
Table Details,cdwwork_dim,0,EngineeringBuilding,VIEW
Table Details,cdwwork_dim,0,EngineeringSection,VIEW
Table Details,cdwwork_dim,0,EngineeringSpace,VIEW
Table Details,cdwwork_dim,0,EngineeringSpaceFunction,VIEW
Table Details,cdwwork_dim,0,enrollmentstatus,VIEW
Table Details,cdwwork_dim,0,EPharmacySiteParameters,VIEW
Table Details,cdwwork_dim,0,EquipmentCategory,VIEW
Table Details,cdwwork_dim,0,EquipmentCategoryShop,VIEW
Table Details,cdwwork_dim,0,EquipmentCategoryShopFrequency,VIEW
Table Details,cdwwork_dim,0,EquipmentCategorySynonym,VIEW
Table Details,cdwwork_dim,0,EquipmentDisposition,VIEW
Table Details,cdwwork_dim,0,EquipmentInventoryListing,VIEW
Table Details,cdwwork_dim,0,EquipmentManufacturer,VIEW
Table Details,cdwwork_dim,0,eRx2017PharmacyCommunication,VIEW
Table Details,cdwwork_dim,0,eRxPharmacy,VIEW
Table Details,cdwwork_dim,0,eRxPharmacyCommunication,VIEW
Table Details,cdwwork_dim,0,eRxPharmacyIdentification,VIEW
Table Details,cdwwork_dim,0,eRxServiceReasonCode,VIEW
Table Details,cdwwork_dim,0,Ethnicity,VIEW
Table Details,cdwwork_dim,0,EventCaptureSpecialty,VIEW
Table Details,cdwwork_dim,0,Exam,VIEW
Table Details,cdwwork_dim,0,ExcludedICD10Diagnosis,VIEW
Table Details,cdwwork_dim,0,ExcludedICD9Diagnosis,VIEW
Table Details,cdwwork_dim,0,FacilityMovementType,VIEW
Table Details,cdwwork_dim,0,facilitytype,VIEW
Table Details,cdwwork_dim,0,FederalAgency,VIEW
Table Details,cdwwork_dim,0,FeeCheckCancellationReason,VIEW
Table Details,cdwwork_dim,0,FeeConversionCategory,VIEW
Table Details,cdwwork_dim,0,FeeCPTRVU,VIEW
Table Details,cdwwork_dim,0,FeeDispositionCode,VIEW
Table Details,cdwwork_dim,0,FeeGeographicIndex,VIEW
Table Details,cdwwork_dim,0,FeeLetter,VIEW
Table Details,cdwwork_dim,0,FeeParticipationCode,VIEW
Table Details,cdwwork_dim,0,FeeProgram,VIEW
Table Details,cdwwork_dim,0,FeePurposeOfVisit,VIEW
Table Details,cdwwork_dim,0,FeeSpecialtyCode,VIEW
Table Details,cdwwork_dim,0,FeeSuspension,VIEW
Table Details,cdwwork_dim,0,FeeUnauthorizedClaimDisposition,VIEW
Table Details,cdwwork_dim,0,FeeUnauthorizedClaimStatus,VIEW
Table Details,cdwwork_dim,0,FeeUnauthorizedDisapprovalReason,VIEW
Table Details,cdwwork_dim,0,FeeVATypeOfService,VIEW
Table Details,cdwwork_dim,0,FMSSecurityCode,VIEW
Table Details,cdwwork_dim,0,FMSSecurityCodeStatus,VIEW
Table Details,cdwwork_dim,0,FPDSCode,VIEW
Table Details,cdwwork_dim,0,GenericInventoryPoint,VIEW
Table Details,cdwwork_dim,0,GIPCostSection,VIEW
Table Details,cdwwork_dim,0,GIPDistributionPoint,VIEW
Table Details,cdwwork_dim,0,GIPGroupCategory,VIEW
Table Details,cdwwork_dim,0,GIPInventoryUser,VIEW
Table Details,cdwwork_dim,0,GIPItem,VIEW
Table Details,cdwwork_dim,0,GIPItemAdditionalLocation,VIEW
Table Details,cdwwork_dim,0,gipitemaudit,VIEW
Table Details,cdwwork_dim,0,GIPItemCaseCart,VIEW
Table Details,cdwwork_dim,0,GIPItemOnDemandAudit,VIEW
Table Details,cdwwork_dim,0,GIPItemOutstandingRequest,VIEW
Table Details,cdwwork_dim,0,GIPItemReceipt,VIEW
Table Details,cdwwork_dim,0,GIPItemSource,VIEW
Table Details,cdwwork_dim,0,GIPItemSubstitute,VIEW
Table Details,cdwwork_dim,0,GIPItemUse,VIEW
Table Details,cdwwork_dim,0,GIPOnDemandUser,VIEW
Table Details,cdwwork_dim,0,GIPQuantityReplacementUser,VIEW
Table Details,cdwwork_dim,0,GIPStorageLocation,VIEW
Table Details,cdwwork_dim,0,GIPSupplyStation,VIEW
Table Details,cdwwork_dim,0,GMRCProcedure,VIEW
Table Details,cdwwork_dim,0,HCPCSInventory,VIEW
Table Details,cdwwork_dim,0,HealthFactorCodeMapping,VIEW
Table Details,cdwwork_dim,0,HealthFactorType,VIEW
Table Details,cdwwork_dim,0,HealthSummaryType,VIEW
Table Details,cdwwork_dim,0,HelpFrame,VIEW
Table Details,cdwwork_dim,0,IBActionStatus,VIEW
Table Details,cdwwork_dim,0,IBActionType,VIEW
Table Details,cdwwork_dim,0,IBAttachmentReportType,VIEW
Table Details,cdwwork_dim,0,IBBillFormType,VIEW
Table Details,cdwwork_dim,0,IBBillingAlertDefinition,VIEW
Table Details,cdwwork_dim,0,IBChargeRemoveReason,VIEW
Table Details,cdwwork_dim,0,IBClaimsTrackingAmount,VIEW
Table Details,cdwwork_dim,0,IBClaimsTrackingNonBillableReason,VIEW
Table Details,cdwwork_dim,0,IBClaimsTrackingType,VIEW
Table Details,cdwwork_dim,0,IBError,VIEW
Table Details,cdwwork_dim,0,IBInformationSource,VIEW
Table Details,cdwwork_dim,0,IBInsurancePayer,VIEW
Table Details,cdwwork_dim,0,IBPlaceOfService,VIEW
Table Details,cdwwork_dim,0,IBProviderIDType,VIEW
Table Details,cdwwork_dim,0,IBRateType,VIEW
Table Details,cdwwork_dim,0,IBRevenueCode,VIEW
Table Details,cdwwork_dim,0,IBSiteParameter,VIEW
Table Details,cdwwork_dim,0,IBSiteParameterBatch,VIEW
Table Details,cdwwork_dim,0,IBSiteParameterCommercial,VIEW
Table Details,cdwwork_dim,0,IBSiteParameterInsurance,VIEW
Table Details,cdwwork_dim,0,IBStopCodeBillType,VIEW
Table Details,cdwwork_dim,0,IBTypeOfService,VIEW
Table Details,cdwwork_dim,0,ICD10,VIEW
Table Details,cdwwork_dim,0,ICD10AgeHighVersion,VIEW
Table Details,cdwwork_dim,0,ICD10DescriptionVersion,VIEW
Table Details,cdwwork_dim,0,ICD10DiagnosisVersion,VIEW
Table Details,cdwwork_dim,0,ICD10MDCMap,VIEW
Table Details,cdwwork_dim,0,ICD10Procedure,VIEW
Table Details,cdwwork_dim,0,ICD10ProcedureDescriptionVersion,VIEW
Table Details,cdwwork_dim,0,ICD10ProcedureDRGIDCode,VIEW
Table Details,cdwwork_dim,0,ICD10ProcedureOperationVersion,VIEW
Table Details,cdwwork_dim,0,ICD10ProcedureSexVersion,VIEW
Table Details,cdwwork_dim,0,ICD10ProcedureStatusVersion,VIEW
Table Details,cdwwork_dim,0,ICD10SexVersion,VIEW
Table Details,cdwwork_dim,0,ICD10StatusVersion,VIEW
Table Details,cdwwork_dim,0,ICD9,VIEW
Table Details,cdwwork_dim,0,ICD9AgeHighVersion,VIEW
Table Details,cdwwork_dim,0,ICD9DescriptionVersion,VIEW
Table Details,cdwwork_dim,0,ICD9DiagnosisVersion,VIEW
Table Details,cdwwork_dim,0,ICD9MDCMap,VIEW
Table Details,cdwwork_dim,0,ICD9Procedure,VIEW
Table Details,cdwwork_dim,0,ICD9ProcedureDescriptionVersion,VIEW
Table Details,cdwwork_dim,0,ICD9ProcedureDRGIDCode,VIEW
Table Details,cdwwork_dim,0,ICD9ProcedureOperationVersion,VIEW
Table Details,cdwwork_dim,0,ICD9ProcedureSexVersion,VIEW
Table Details,cdwwork_dim,0,ICD9ProcedureStatusVersion,VIEW
Table Details,cdwwork_dim,0,ICD9SexVersion,VIEW
Table Details,cdwwork_dim,0,ICD9StatusVersion,VIEW
Table Details,cdwwork_dim,0,identificationformat,VIEW
Table Details,cdwwork_dim,0,IFCAPCostCenter,VIEW
Table Details,cdwwork_dim,0,IFCAPCostCenterBOC,VIEW
Table Details,cdwwork_dim,0,IFCAPItem,VIEW
Table Details,cdwwork_dim,0,IFCAPItemFundControlPoint,VIEW
Table Details,cdwwork_dim,0,IFCAPItemPurchaseOrder,VIEW
Table Details,cdwwork_dim,0,IFCAPItemSynonym,VIEW
Table Details,cdwwork_dim,0,IFCAPItemVendor,VIEW
Table Details,cdwwork_dim,0,IFCAPManufacturer,VIEW
Table Details,cdwwork_dim,0,IFCAPSourceManufacturerPart,VIEW
Table Details,cdwwork_dim,0,IFCAPStandardCode,VIEW
Table Details,cdwwork_dim,0,IFCAPStandardCodeGroup,VIEW
Table Details,cdwwork_dim,0,IFCAPSupplyClassification,VIEW
Table Details,cdwwork_dim,0,IFCAPSupplyGroup,VIEW
Table Details,cdwwork_dim,0,ImagingAdministrationRoute,VIEW
Table Details,cdwwork_dim,0,ImagingAdministrationSite,VIEW
Table Details,cdwwork_dim,0,ImagingType,VIEW
Table Details,cdwwork_dim,0,ImmunizationAdministrationRoute,VIEW
Table Details,cdwwork_dim,0,ImmunizationAdministrationSite,VIEW
Table Details,cdwwork_dim,0,ImmunizationContraReason,VIEW
Table Details,cdwwork_dim,0,ImmunizationInformationSource,VIEW
Table Details,cdwwork_dim,0,ImmunizationLot,VIEW
Table Details,cdwwork_dim,0,ImmunizationManufacturer,VIEW
Table Details,cdwwork_dim,0,ImmunizationName,VIEW
Table Details,cdwwork_dim,0,ImmunizationRefusalReason,VIEW
Table Details,cdwwork_dim,0,InconsistentDataElements,VIEW
Table Details,cdwwork_dim,0,Institution,VIEW
Table Details,cdwwork_dim,0,InstitutionTimeZone,VIEW
Table Details,cdwwork_dim,0,InsuranceCompany,VIEW
Table Details,cdwwork_dim,0,InsuranceCoverageType,VIEW
Table Details,cdwwork_dim,0,InsuranceCoverageTypeDescription,VIEW
Table Details,cdwwork_dim,0,InsuranceFilingTimeframe,VIEW
Table Details,cdwwork_dim,0,InsurancePlan,VIEW
Table Details,cdwwork_dim,0,InsurancePlanType,VIEW
Table Details,cdwwork_dim,0,InterventionRecommendation,VIEW
Table Details,cdwwork_dim,0,InterventionType,VIEW
Table Details,cdwwork_dim,0,IrradiationInstanceCode,VIEW
Table Details,cdwwork_dim,0,IRTDeficiency,VIEW
Table Details,cdwwork_dim,0,IRTDeficiencyCategory,VIEW
Table Details,cdwwork_dim,0,IRTStatus,VIEW
Table Details,cdwwork_dim,0,IVAdditiveIngredient,VIEW
Table Details,cdwwork_dim,0,ivadditiveingredientelectrolytes,VIEW
Table Details,cdwwork_dim,0,ivadditiveingredientsynonym,VIEW
Table Details,cdwwork_dim,0,IVRoom,VIEW
Table Details,cdwwork_dim,0,IVSolutionIngredient,VIEW
Table Details,cdwwork_dim,0,ivsolutioningredientelectrolytes,VIEW
Table Details,cdwwork_dim,0,ivsolutioningredientsynonym,VIEW
Table Details,cdwwork_dim,0,LabChemTest,VIEW
Table Details,cdwwork_dim,0,LabChemTestPanelList,VIEW
Table Details,cdwwork_dim,0,LabChemTestSpecimen,VIEW
